,source,value
4748,background,2.12
4749,background,3.35
4750,background,67.4
4751,background,2.98
4752,background,1.07
4753,background,0.403
4754,background,1.15
4755,background,0.257
4756,background,5.89
4757,background,1.67
4758,background,0.728
4759,background,791.0
4760,background,0.746
4761,background,14.7
4762,background,0.539
4763,background,0.75
4764,background,1.05
4765,background,301.0
4766,background,406.0
4767,background,979.0
4768,background,0.453
4769,background,91.8
4770,background,0.807
4771,background,0.774
4772,background,0.916
4773,background,657.0
4774,background,1040.0
4775,background,366.0
4776,background,0.968
4777,background,0.499
4778,background,6451.0
4779,background,1.35
4780,background,0.875
4781,background,0.34
4782,background,654.0
4783,background,0.26
4784,background,1.24
4785,background,0.792
4786,background,3.92
4787,background,3.9
4788,background,3.16
4789,background,1.26
4790,background,554.0
4791,background,388.0
4792,background,346.0
4793,background,1.49
4794,background,0.69
4795,background,0.243
4796,background,1.36
4797,background,3.71
4798,background,0.975
4799,background,18.3
4800,background,1.14
4801,background,0.763
4802,background,1.16
4803,background,0.469
4804,background,51.2
4805,background,1.68
4806,background,0.86
4807,background,22.1
4808,background,3.27
4809,background,5.23
4810,background,1.27
4811,background,2.29
4812,background,2.67
4813,background,64.3
4814,background,0.851
4815,background,44.5
4816,background,188.0
4817,background,0.788
4818,background,136.0
4819,background,517.0
4820,background,41.2
4821,background,0.824
4822,background,26.6
4823,background,1169.0
4824,background,2830.0
4825,background,1.23
4826,background,5.36
4827,background,14.3
4828,background,143.0
4829,background,0.345
4830,background,0.429
4831,background,0.411
4832,background,0.517
4833,background,1586.0
4834,background,0.261
4835,background,0.068
4836,background,20.7
4837,background,10.0
4838,background,0.899
4839,background,7.03
4840,background,0.955
4841,background,21.3
4842,background,11.7
4843,background,3.77
4844,background,1687.0
4845,background,129.0
4846,background,30.1
4847,background,435.0
4848,background,255.0
4849,background,0.459
4850,background,2.57
4851,background,105.0
4852,background,12.6
4853,background,12.3
4854,background,1.38
4855,background,525.0
4856,background,0.539
4857,background,1.3
4858,background,51.3
4859,background,1.84
4860,background,0.685
4861,background,2.1
4862,background,236.0
4863,background,39.2
4864,background,4.04
4865,background,1.47
4866,background,12.6
4867,background,0.478
4868,background,0.823
4869,background,1.28
4870,background,0.567
4871,background,6.47
4872,background,28.7
4873,background,0.493
4874,background,0.705
4875,background,8.0
4876,background,0.463
4877,background,153.0
4878,background,0.476
4879,background,18.1
4880,background,81.3
4881,background,0.446
4882,background,1.31
4883,background,2.28
4884,background,0.958
4885,background,0.746
4886,background,1849.0
4887,background,660.0
4888,background,61.5
4889,background,2.8
4890,background,20.6
4891,background,647.0
4892,background,0.793
4893,background,110.0
4894,background,523.0
4895,background,0.578
4896,background,2.35
4897,background,6.88
4898,background,1.36
4899,background,56.6
4900,background,0.86
4901,background,1.11
4902,background,0.448
4903,background,2164.0
4904,background,102.0
4905,background,1.23
4906,background,0.546
4907,background,46.4
4908,background,0.553
4909,background,2.73
4910,background,1.27
4911,background,40.0
4912,background,3.71
4913,background,14.1
4914,background,1.37
4915,background,0.468
4916,background,1.4
4917,background,5711.0
4918,background,18.4
4919,background,2050.0
4920,background,0.127
4921,background,0.925
4922,background,1.77
4923,background,229.0
4924,background,1.91
4925,background,0.489
4926,background,1.74
4927,background,0.543
4928,background,0.063
4929,background,264.0
4930,background,162.0
4931,background,0.592
4932,background,3.26
4933,background,1.1
4934,background,0.864
4935,background,0.991
4936,background,28.3
4937,background,1.76
4938,background,4.43
4939,background,24.7
4940,background,710.0
4941,background,674.0
4942,background,1.53
4943,background,250.0
4944,background,1.12
4945,background,1.16
4946,background,0.922
4947,background,29.1
4948,background,16.8
4949,background,16.8
4950,background,0.589
4951,background,2.77
4952,background,428.0
4953,background,4.33
4954,background,87.5
4955,background,0.993
4956,background,21.2
4957,background,0.274
4958,background,79.0
4959,background,0.969
4960,background,1.53
4961,background,35.9
4962,background,69.6
4963,background,594.0
4964,background,220.0
4965,background,0.356
4966,background,9.37
4967,background,2.68
4968,background,0.666
4969,background,0.725
4970,background,557.0
4971,background,2.08
4972,background,3.19
4973,background,1.31
4974,background,0.772
4975,background,4.29
4976,background,1.59
4977,background,0.684
4978,background,0.408
4979,background,0.55
4980,background,1.07
4981,background,4.05
4982,background,0.17
4983,background,1.46
4984,background,0.216
4985,background,0.201
4986,background,4.83
4987,background,0.006
4988,background,4.39
4989,background,1.37
4990,background,3.55
4991,background,3.38
4992,background,2.94
4993,background,0.954
4994,background,4.64
4995,background,0.995
4996,positive,22.7
4997,positive,0.214
4998,positive,1763.0
4999,positive,3518.0
5000,positive,7019.0
5001,positive,38.4
5002,positive,16733.0
5003,negative,123.0
5004,negative,0.852
5005,negative,333.0
5006,negative,1763.0
5007,negative,7019.0
5008,negative,38.4
5009,negative,16733.0
